county,state,2016,2017,2018,rank in State,% change 2017,% change 2018,rank 2018
Adams,,32098,32428,33880,47,1,4.5,20
Benton,,28097,29198,30285,73,3.9,3.7,45
Calhoun,,31045,32079,33043,54,3.3,3,71
Carroll,,34877,36056,37615,17,3.4,4.3,25
Chickasaw,,31620,33663,34805,35,6.5,3.4,56
Choctaw,,31526,31949,33646,49,1.3,5.3,8
Claiborne,,29275,30364,31494,68,3.7,3.7,46
Clarke,,34660,35268,36431,25,1.8,3.3,61
Clay,,35872,37625,39191,9,4.9,4.2,30
Covington,,31064,34699,35748,30,11.7,3,70
DeSoto,,38168,39022,40702,5,2.2,4.3,26
Franklin,,33037,33236,33970,44,0.6,2.2,80
Greene,,27960,27973,28716,77,0,2.7,73
Hancock,,33577,33998,35262,33,1.3,3.7,47
Harrison,,35877,36087,37303,20,0.6,3.4,58
Holmes,,27619,27367,28371,78,-0.9,3.7,50
Jackson,,35715,36297,37499,19,1.6,3.3,60
Jasper,,33417,36001,37281,21,7.7,3.6,52
Jefferson,,30998,31910,33098,53,2.9,3.7,44
Jefferson Davis,,27618,29568,30097,74,7.1,1.8,81
Jones,,35687,36933,38122,15,3.5,3.2,64
Lafayette,,39338,40377,42110,3,2.6,4.3,27
Lamar,,38065,38885,40529,6,2.2,4.2,28
Lauderdale,,36593,36534,37959,16,-0.2,3.9,40
Lawrence,,30830,33170,34616,40,7.6,4.4,24
Lee,,38811,40345,41934,4,4,3.9,39
Lincoln,,36208,37484,38682,11,3.5,3.2,65
Lowndes,,35885,36657,38498,12,2.2,5,9
Madison,,60238,61566,64033,1,2.2,4,35
Marion,,29710,32880,34526,41,10.7,5,10
Marshall,,30405,31072,32341,60,2.2,4.1,33
Monroe,,32293,33180,34664,38,2.7,4.5,21
Montgomery,,32095,32883,34180,43,2.5,3.9,38
Newton,,32319,33778,34645,39,4.5,2.6,76
Perry,,29976,30674,31934,64,2.3,4.1,31
Pike,,29716,29966,31048,70,0.8,3.6,51
Quitman,,26856,25162,27088,81,-6.3,7.7,2
Scott,,28569,30866,32095,62,8,4,37
Simpson,,33533,35865,37036,22,7,3.3,62
Smith,,31276,34495,35791,29,10.3,3.8,43
Stone,,30429,30560,31516,67,0.4,3.1,69
Union,,30762,31432,32242,61,2.2,2.6,75
Warren,,37437,37983,39580,7,1.5,4.2,29
Washington,,34904,35916,37568,18,2.9,4.6,16
,,,,,,,,
Webster,,36421,36973,38464,13,1.5,4,34
Wilkinson,,27539,28516,29413,75,3.5,3.1,68
Winston,,32377,34214,35742,31,5.7,4.5,22
,,,,,,,,
Adair,,31803,31995,33578,88,0.6,4.9,13
Atchison,,45285,46852,42633,22,3.5,-9,115
,,,,,,,,
Barton,,33580,35305,35884,68,5.1,1.6,97
Benton,,33856,35088,35973,65,3.6,2.5,84
Boone,,44535,46027,47687,6,3.4,3.6,49
Buchanan,,37132,38364,39810,44,3.3,3.8,45
Butler,,34109,34743,35302,71,1.9,1.6,98
Caldwell,,34299,35671,37301,59,4,4.6,25
Camden,,35268,37080,38794,52,5.1,4.6,24
Carroll,,44727,44818,45110,15,0.2,0.7,101
Carter,,30676,31202,32045,100,1.7,2.7,83
Cass,,44542,45599,47151,8,2.4,3.4,61
Cedar,,29790,30695,31664,101,3,3.2,68
Christian,,37767,38955,40301,39,3.1,3.5,59
Clark,,34946,34877,34516,77,-0.2,-1,108
Clay,,45768,46747,48381,4,2.1,3.5,56
Clinton,,39788,42067,42988,18,5.7,2.2,89
Crawford,,33727,34420,36090,64,2.1,4.9,16
Dade,,33056,33394,34181,81,1,2.4,86
Dallas,,31632,31995,33184,92,1.1,3.7,47
Daviess,,32614,33550,34491,78,2.9,2.8,77
DeKalb,,25988,27762,28294,112,6.8,1.9,92
Douglas,,25911,27092,28305,111,4.6,4.5,27
Franklin,,41146,43552,45719,11,5.8,5,12
Greene,,40844,43187,44837,16,5.7,3.8,44
Grundy,,32910,33951,34723,75,3.2,2.3,87
Harrison,,34331,37243,38274,55,8.5,2.8,78
Henry,,39277,41289,43018,17,5.1,4.2,32
Howard,,37440,37770,38796,51,0.9,2.7,82
Iron,,31830,32809,34164,82,3.1,4.1,34
Jackson,,43764,45310,47054,9,3.5,3.8,43
Jasper,,38126,39267,39973,42,3,1.8,93
Jefferson,,39469,40783,42780,20,3.3,4.9,14
Johnson,,34303,35492,36777,62,3.5,3.6,48
Knox,,33926,32511,32711,94,-4.2,0.6,102
Lafayette,,39606,41244,42119,26,4.1,2.1,90
Lawrence,,31698,32930,34301,80,3.9,4.2,33
Lewis,,32240,34177,35249,72,6,3.1,69
Lincoln,,37902,39371,40788,32,3.9,3.6,50
Linn,,36898,37897,40356,36,2.7,6.5,4
Livingston,,37729,38646,39805,45,2.4,3,72
Macon,,40771,40803,42414,23,0.1,3.9,39
Madison,,34772,35592,36865,61,2.4,3.6,51
Marion,,38134,39193,41068,31,2.8,4.8,19
Mercer,,32307,34160,32388,97,5.7,-5.2,114
Miller,,33881,34602,35547,70,2.1,2.7,80
Mississippi,,30301,32205,32216,98,6.3,0,106
Monroe,,42157,39876,42672,21,-5.4,7,3
Montgomery,,38815,41245,40396,35,6.3,-2.1,112
,,,,,,,,
Newton,,36544,38011,39334,46,4,3.5,58
Osage,,43150,44031,45582,12,2,3.5,54
Perry,,38842,39990,41321,30,3,3.3,64
Pike,,33392,34128,34828,74,2.2,2.1,91
Polk,,31391,32640,33703,87,4,3.3,65
Pulaski,,38053,39638,40512,34,4.2,2.2,88
Putnam,,33516,33888,33945,85,1.1,0.2,104
Randolph,,37230,38342,39903,43,3,4.1,36
Ripley,,29193,30026,30437,104,2.9,1.4,100
St. Charles,,49356,51137,53745,3,3.6,5.1,9
St. Clair,,28584,29011,29830,106,1.5,2.8,75
St. Louis,,66165,67368,71360,1,1.8,5.9,5
Saline,,37338,38453,38580,54,3,0.3,103
Schuyler,,26646,27926,29013,109,4.8,3.9,41
Scott,,37562,39067,40221,40,4,3,73
Shelby,,38314,38567,40356,36,0.7,4.6,23
Stone,,35474,37272,38900,49,5.1,4.4,28
Sullivan,,36850,39075,37649,57,6,-3.6,113
Vernon,,34170,36117,35930,67,5.7,-0.5,107
Warren,,38571,39778,41674,28,3.1,4.8,20
Washington,,27659,28414,29606,107,2.7,4.2,31
Wayne,,28710,29061,29581,108,1.2,1.8,95
Webster,,30784,31583,32589,95,2.6,3.2,67
Worth,,36082,36159,35573,69,0.2,-1.6,110
Wright,,30329,30860,32178,99,1.8,4.3,29
,,,,,,,,
Blaine,,28958,29329,31263,55,1.3,6.6,16
Carter,,52825,45046,44358,32,-14.7,-1.5,56
Custer,,41874,43211,44689,27,3.2,3.4,45
Dawson,,39805,41391,45295,24,4,9.4,9
Gallatin,,50482,52337,54734,2,3.7,4.6,36
Garfield,,39287,35337,36291,47,-10.1,2.7,51
Jefferson,,44947,46643,47960,17,3.8,2.8,50
Lake,,35693,37473,39365,42,5,5,31
Liberty,,34833,35086,40956,39,0.7,16.7,2
Lincoln,,32579,33901,35432,50,4.1,4.5,37
Madison,,45613,46822,49115,11,2.7,4.9,34
Mineral,,36610,37968,39957,40,3.7,5.2,28
Park,,45019,46050,48114,15,2.3,4.5,38
Phillips,,37045,36841,39172,44,-0.6,6.3,18
Powell,,38958,38803,39771,41,-0.4,2.5,52
Prairie,,40820,42098,44739,26,3.1,6.3,20
Richland,,54128,55123,61217,1,1.8,11.1,6
Sheridan,,51218,51826,52541,3,1.2,1.4,54
Teton,,44180,41597,44369,31,-5.8,6.7,15
Valley,,42376,44298,46911,21,4.5,5.9,23
,,,,,,,,
Adams,,45615,46838,49139,39,2.7,4.9,51
Blaine,,67179,50623,45788,63,-24.6,-9.6,92
Boone,,57209,51707,54024,15,-9.6,4.5,59
Boyd,,48707,47471,55795,11,-2.5,17.5,5
Brown,,57469,47401,51496,25,-17.5,8.6,21
Butler,,43999,44557,47286,54,1.3,6.1,38
Cass,,49379,50955,53602,18,3.2,5.2,47
Cedar,,52010,49736,52839,20,-4.4,6.2,36
Chase,,50409,45521,49267,37,-9.7,8.2,23
Cheyenne,,47485,47667,48263,47,0.4,1.3,82
Clay,,43798,44165,47220,55,0.8,6.9,30
Custer,,51554,44158,44290,73,-14.3,0.3,84
Dakota,,39862,40534,41831,85,1.7,3.2,70
Dawson,,41476,40642,43055,82,-2,5.9,40
Dodge,,43974,45367,47330,53,3.2,4.3,65
Douglas,,57785,60202,63435,2,4.2,5.4,44
Fillmore,,53169,54567,57068,8,2.6,4.6,57
Franklin,,43416,43032,47132,56,-0.9,9.5,16
Garfield,,51933,41369,43905,78,-20.3,6.1,37
Grant,,55173,39233,42545,83,-28.9,8.4,22
,,,,,,,,
Hall,,39799,41813,43625,80,5.1,4.3,64
Hamilton,,49810,52577,54782,13,5.6,4.2,66
Harlan,,44533,40488,48143,50,-9.1,18.9,4
Holt,,52751,51310,51404,26,-2.7,0.2,85
Howard,,42527,41389,41377,87,-2.7,0,86
Jefferson,,46630,45580,48757,44,-2.3,7,29
Johnson,,34495,36160,37179,92,4.8,2.8,74
Knox,,43669,43274,48268,46,-0.9,11.5,12
Lincoln,,46475,44829,46623,60,-3.5,4,68
Logan,,51749,41823,37603,91,-19.2,-10.1,93
McPherson,,57348,47877,45530,65,-16.5,-4.9,89
Madison,,46404,47981,50630,29,3.4,5.5,42
Nemaha,,47359,48198,48807,43,1.8,1.3,81
Pawnee,,43804,43716,48851,42,-0.2,11.7,10
Phelps,,60086,51269,52792,21,-14.7,3,73
Pierce,,51236,51176,57141,7,-0.1,11.7,11
Platte,,46730,46431,49386,36,-0.6,6.4,35
Polk,,47661,47203,51004,27,-1,8.1,25
Rock,,59798,53598,49241,38,-10.4,-8.1,90
Saline,,40595,41042,43763,79,1.1,6.6,32
Seward,,45794,47742,49832,35,4.3,4.4,63
Sheridan,,44119,42935,47076,57,-2.7,9.6,15
Sherman,,40147,38751,44953,70,-3.5,16,6
Sioux,,63356,43225,42404,84,-31.8,-1.9,88
Stanton,,45239,44814,48167,49,-0.9,7.5,27
Thomas,,62337,51695,53979,16,-17.1,4.4,61
Valley,,45102,42957,45713,64,-4.8,6.4,33
Washington,,53329,54969,56640,9,3.1,3,72
Wayne,,42270,43428,44622,71,2.7,2.7,76
Webster,,47967,45263,48607,45,-5.6,7.4,28
Wheeler,,107020,60085,72878,1,-43.9,21.3,3
York,,46372,47461,49892,32,2.3,5.1,48
,,,,,,,,
Nevada,,44967,46914,49176,--,4.3,4.8,--
Clark,,43573,45087,47090,6,3.5,4.4,11
Douglas,,65461,70128,75159,1,7.1,7.2,2
Humboldt,,44074,45977,46927,7,4.3,2.1,15
Lincoln,,33954,35087,36604,16,3.3,4.3,12
Lyon,,35457,36999,38713,13,4.3,4.6,9
Mineral,,36499,36585,38074,14,0.2,4.1,13
,,,,,,,,
Carroll,,54078,56486,58949,5,4.5,4.4,9
Hillsborough,,56615,58305,61147,2,3,4.9,5
Sullivan,,48745,49427,51682,8,1.4,4.6,8
,,,,,,,,
Camden,,50164,51852,54103,16,3.4,4.3,19
Cumberland,,37515,38630,40289,21,3,4.3,20
Essex,,62253,64232,67459,8,3.2,5,8
Mercer,,64505,65877,69344,6,2.1,5.3,6
Middlesex,,56526,58172,61065,12,2.9,5,10
Morris,,90853,93555,98842,2,3,5.7,2
Somerset,,92248,99533,106194,1,7.9,6.7,1
Sussex,,56914,58717,61757,11,3.2,5.2,7
Union,,62526,65036,68262,7,4,5,12
Warren,,51850,53405,56058,14,3,5,11
,,,,,,,,
Colfax,,38735,38637,39826,12,-0.3,3.1,28
Grant,,37462,38237,41026,10,2.1,7.3,3
Lincoln,,39938,39661,41793,7,-0.7,5.4,9
Otero,,33097,33339,34636,23,0.7,3.9,26
Roosevelt,,37083,39614,39446,14,6.8,-0.4,33
San Juan,,33070,33613,35453,21,1.6,5.5,8
San Miguel,,33056,32971,34579,25,-0.3,4.9,12
Sierra,,37341,38415,38984,15,2.9,1.5,31
Union,,32515,32519,32620,28,0,0.3,32
,,,,,,,,
Allegany,,32496,34137,34880,62,5,2.2,53
Chautauqua,,37741,40102,40759,49,6.3,1.6,60
Clinton,,41060,43228,44081,38,5.3,2,57
Columbia,,51609,53880,55810,11,4.4,3.6,27
Delaware,,35505,38175,39632,55,7.5,3.8,18
Essex,,41633,44298,45996,28,6.4,3.8,17
Franklin,,34523,37006,37644,60,7.2,1.7,58
Fulton,,39970,42068,43112,42,5.2,2.5,48
Genesee,,40499,42425,43582,40,4.8,2.7,43
Greene,,44014,46011,47008,24,4.5,2.2,54
Hamilton,,48929,51880,54086,12,6,4.3,8
Jefferson,,43674,45476,46924,25,4.1,3.2,32
Kings,,46140,50301,52192,17,9,3.8,21
Lewis,,40819,43095,43971,39,5.6,2,55
Livingston,,39165,44054,45908,30,12.5,4.2,9
Madison,,40579,43019,44502,36,6,3.4,28
Monroe,,48977,51316,52951,14,4.8,3.2,31
Montgomery,,38990,41112,41628,46,5.4,1.3,62
Nassau,,80690,85168,89839,3,5.5,5.5,3
New York,,165216,182821,193940,1,10.7,6.1,1
Oneida,,41069,43413,44697,34,5.7,3,39
Orange,,47807,49912,51848,18,4.4,3.9,16
Orleans,,35946,38049,38963,57,5.9,2.4,49
Otsego,,40099,42188,43522,41,5.2,3.2,35
Putnam,,60550,62662,65833,6,3.5,5.1,4
Richmond,,51934,54563,56749,9,5.1,4,15
Schuyler,,39179,40772,42063,44,4.1,3.2,34
Steuben,,41241,43582,45194,33,5.7,3.7,22
Suffolk,,62708,65445,68617,4,4.4,4.8,5
Sullivan,,42039,44483,46303,26,5.8,4.1,11
,,,,,,,,
Washington,,36788,39189,40043,52,6.5,2.2,52
Wayne,,42401,45153,46048,27,6.5,2,56
,,,,,,,,
Alexander,,34082,36178,37438,55,6.1,3.5,64
Burke,,32359,33747,35265,75,4.3,4.5,28
Caldwell,,32272,33792,35374,74,4.7,4.7,18
Camden,,43184,43656,45335,19,1.1,3.8,50
Chatham,,58600,59921,63041,2,2.3,5.2,7
Cherokee,,30122,31101,32266,96,3.3,3.7,53
Clay,,32085,32611,34057,86,1.6,4.4,31
Cleveland,,34710,36182,37661,53,4.2,4.1,47
Cumberland,,35954,36990,38780,45,2.9,4.8,13
Forsyth,,45168,47062,48804,11,4.2,3.7,54
Franklin,,33301,34674,36238,65,4.1,4.5,26
Graham,,29465,31517,33075,90,7,4.9,9
Greene,,30308,32493,32569,94,7.2,0.2,98
Henderson,,39915,41286,43276,26,3.4,4.8,15
Jackson,,30813,31851,32844,91,3.4,3.1,79
Jones,,37640,38420,38536,47,2.1,0.3,97
Lee,,37411,38287,40098,38,2.3,4.7,16
Lincoln,,42010,43920,45791,16,4.5,4.3,36
Macon,,37263,38762,40057,39,4,3.3,70
Madison,,31394,32655,34036,87,4,4.2,39
Martin,,32623,33727,34647,80,3.4,2.7,86
Mitchell,,33146,34699,35932,69,4.7,3.6,61
Montgomery,,32100,33760,35611,72,5.2,5.5,5
Orange,,60044,63460,67385,1,5.7,6.2,2
Polk,,42166,43202,45291,20,2.5,4.8,14
Randolph,,34709,35910,37017,58,3.5,3.1,81
Richmond,,33247,34272,35148,76,3.1,2.6,90
Rockingham,,34679,35862,37137,56,3.4,3.6,60
Rowan,,35489,36576,38089,52,3.1,4.1,45
Scotland,,30370,31732,33229,89,4.5,4.7,17
Union,,47809,49251,51326,6,3,4.2,40
Warren,,28793,29360,30397,98,2,3.5,62
Washington,,33743,34757,36073,66,3,3.8,52
Wayne,,35607,37309,38472,49,4.8,3.1,80
Wilkes,,34008,35681,36576,62,4.9,2.5,91
Wilson,,37933,38746,40501,36,2.1,4.5,25
,,,,,,,,
Adams,,49859,59898,59197,16,20.1,-1.2,51
Burke,,60535,61857,63721,5,2.2,3,38
Cass,,54363,53945,56070,22,-0.8,3.9,30
Eddy,,48949,50853,54013,30,3.9,6.2,25
Golden Valley,,41822,42654,43871,48,2,2.9,40
Grant,,41088,43501,38371,49,5.9,-11.8,53
Logan,,52883,54915,60543,13,3.8,10.2,14
McHenry,,46451,46146,52233,34,-0.7,13.2,7
McIntosh,,51008,57695,59596,15,13.1,3.3,37
McLean,,51122,48957,54518,28,-4.2,11.4,12
Mercer,,57709,58294,57839,20,1,-0.8,50
Morton,,50424,50301,52153,35,-0.2,3.7,34
Nelson,,56927,60168,60817,12,5.7,1.1,46
Pierce,,41075,46147,52070,36,12.3,12.8,8
Ramsey,,47748,46644,47425,47,-2.3,1.7,42
Renville,,55668,51213,60976,10,-8,19.1,3
Richland,,48665,49749,53007,32,2.2,6.5,24
Sheridan,,40398,31244,35497,51,-22.7,13.6,6
Sioux,,28333,27871,27662,53,-1.6,-0.7,49
Stark,,60023,59310,61032,9,-1.2,2.9,39
Steele,,65981,58300,63327,6,-11.6,8.6,19
Wells,,51594,55222,55328,26,7,0.2,47
,,,,,,,,
Ohio,,45040,46651,48739,--,3.6,4.5,--
Adams,,32176,33343,34632,82,3.6,3.9,63
Allen,,39146,40712,42816,40,4,5.2,22
Brown,,34167,35830,37259,75,4.9,4,61
Butler,,43317,45335,47408,21,4.7,4.6,36
Carroll,,35653,38047,39698,59,6.7,4.3,44
Champaign,,37915,39658,41055,51,4.6,3.5,75
Clark,,37843,39235,40769,53,3.7,3.9,62
Clinton,,41980,43518,45728,29,3.7,5.1,24
Crawford,,35444,37139,38704,64,4.8,4.2,51
Delaware,,68467,71434,74093,1,4.3,3.7,66
Erie,,60886,59366,62591,3,-2.5,5.4,17
Fairfield,,42762,44441,46113,26,3.9,3.8,64
Fayette,,35854,37148,38449,69,3.6,3.5,76
Franklin,,47918,48659,50443,15,1.5,3.7,68
Fulton,,42306,43517,45594,30,2.9,4.8,32
Greene,,46317,48224,50291,16,4.1,4.3,46
Hamilton,,54700,56795,59561,5,3.8,4.9,27
Hancock,,52360,49251,51623,11,-5.9,4.8,29
Hardin,,30500,31427,33482,84,3,6.5,10
Harrison,,34116,37514,38573,67,10,2.8,87
Henry,,42306,43622,45884,28,3.1,5.2,20
Holmes,,38905,42772,45211,32,9.9,5.7,16
Huron,,37565,39074,40323,56,4,3.2,81
Jackson,,33774,34597,35783,79,2.4,3.4,79
Jefferson,,35264,37350,39311,61,5.9,5.3,19
Knox,,39309,40700,42162,44,3.5,3.6,73
Lake,,46768,48600,50729,14,3.9,4.4,41
Lawrence,,35217,36580,38673,65,3.9,5.7,15
Logan,,39445,41115,42914,39,4.2,4.4,42
Lucas,,43390,44230,46290,23,1.9,4.7,34
Madison,,39039,40598,41751,45,4,2.8,86
Marion,,34690,36753,38252,71,5.9,4.1,57
Mercer,,44913,47672,51562,12,6.1,8.2,2
Miami,,43525,45639,47552,20,4.9,4.2,54
Monroe,,29976,31984,34665,81,6.7,8.4,1
Montgomery,,43228,44998,46891,22,4.1,4.2,52
Morgan,,30408,31810,33180,86,4.6,4.3,45
Noble,,24768,25881,27211,88,4.5,5.1,23
Ottawa,,47787,49171,51637,10,2.9,5,25
Paulding,,36601,38111,41032,52,4.1,7.7,4
Perry,,34485,36048,37187,76,4.5,3.2,82
Pike,,33975,36186,37443,74,6.5,3.5,77
Putnam,,44500,46590,50059,17,4.7,7.4,6
Richland,,36368,37865,39234,62,4.1,3.6,72
Seneca,,37873,38104,39681,60,0.6,4.1,56
Shelby,,42240,44072,46188,24,4.3,4.8,30
Stark,,41709,43297,45136,33,3.8,4.2,48
Summit,,47046,48894,51036,13,3.9,4.4,40
Union,,48609,53461,55470,7,10,3.8,65
Warren,,54911,57376,59799,4,4.5,4.2,49
Washington,,39217,40332,43396,36,2.8,7.6,5
Wayne,,39960,42143,44039,35,5.5,4.5,38
Williams,,38940,39838,41712,46,2.3,4.7,33
,,,,,,,,
Adair,,27597,28197,28862,76,2.2,2.4,67
Blaine,,35304,39136,41493,28,10.9,6,16
Bryan,,32318,33396,34575,56,3.3,3.5,58
Caddo,,30682,33526,35239,53,9.3,5.1,27
Carter,,39629,40816,43079,22,3,5.5,20
Cherokee,,30188,30907,32290,68,2.4,4.5,43
Choctaw,,30170,30521,31885,70,1.2,4.5,44
Cleveland,,42039,43042,45094,14,2.4,4.8,35
Comanche,,38902,39667,41497,27,2,4.6,38
Custer,,36324,39009,41652,26,7.4,6.8,10
Delaware,,29826,30427,31188,74,2,2.5,65
Ellis,,45647,51419,51570,5,12.6,0.3,75
Garfield,,43530,42493,44465,17,-2.4,4.6,37
Grady,,36453,38134,39675,35,4.6,4,49
Grant,,44254,44908,45182,12,1.5,0.6,74
Harper,,43724,44080,46436,10,0.8,5.3,22
Haskell,,31768,31417,32365,67,-1.1,3,62
Jackson,,36676,37594,38527,38,2.5,2.5,66
Jefferson,,32209,31246,32083,69,-3,2.7,63
Johnston,,32246,34105,36611,45,5.8,7.3,8
Kiowa,,32664,32195,32546,65,-1.4,1.1,73
Lincoln,,33576,34087,35653,51,1.5,4.6,39
Logan,,37909,41299,43169,20,8.9,4.5,42
McIntosh,,32124,32223,33267,61,0.3,3.2,59
Marshall,,30822,31695,32681,63,2.8,3.1,60
Murray,,39245,40754,42289,24,3.8,3.8,55
Noble,,38953,40176,41401,30,3.1,3,61
Oklahoma,,47296,48979,52168,4,3.6,6.5,13
Osage,,33181,33687,34971,55,1.5,3.8,53
Ottawa,,33875,34453,35746,49,1.7,3.8,56
Pawnee,,32848,34381,35836,48,4.7,4.2,47
Pontotoc,,39147,40802,43148,21,4.2,5.7,18
Pottawatomie,,35064,36010,37456,42,2.7,4,50
Seminole,,31048,32016,34054,57,3.1,6.4,15
Stephens,,38452,38772,41413,29,0.8,6.8,9
Texas,,41096,44897,46597,9,9.2,3.8,54
Washington,,50886,57820,64481,1,13.6,11.5,2
,,,,,,,,
Oregon,,46498,48372,50843,--,4,5.1,--
Baker,,38311,38217,40699,26,-0.2,6.5,5
Benton,,43623,44519,47019,8,2.1,5.6,10
Columbia,,40836,42135,44312,15,3.2,5.2,14
Coos,,40609,41682,43620,18,2.6,4.6,22
Curry,,39898,40885,42657,21,2.5,4.3,28
Douglas,,37839,38822,40408,28,2.6,4.1,30
Grant,,39691,39949,41939,22,0.7,5,16
Jackson,,43151,44533,46603,9,3.2,4.6,23
Jefferson,,31565,31738,32962,35,0.5,3.9,33
Lake,,38498,37029,39797,30,-3.8,7.5,2
Lane,,42254,43960,45919,10,4,4.5,27
Lincoln,,40761,42009,44119,16,3.1,5,15
Linn,,39164,40865,42891,20,4.3,5,18
Marion,,39736,41119,43042,19,3.5,4.7,20
Morrow,,40059,38728,39095,33,-3.3,0.9,36
Polk,,38675,39554,41379,23,2.3,4.6,25
Sherman,,48553,47700,52296,6,-1.8,9.6,1
Union,,37111,38138,40547,27,2.8,6.3,6
Washington,,55017,57787,60971,1,5,5.5,11
Wheeler,,35835,35534,37142,34,-0.8,4.5,26
,,,,,,,,
Adams,,45343,47020,49173,19,3.7,4.6,59
Beaver,,44329,45923,48763,21,3.6,6.2,18
Bradford,,37485,39497,41331,59,5.4,4.6,56
Butler,,53656,55614,58927,7,3.6,6,24
Cameron,,44161,45312,48651,22,2.6,7.4,1
Carbon,,47346,47605,50322,16,0.5,5.7,37
Clinton,,36499,38201,39716,65,4.7,4,65
Columbia,,38917,40499,42211,55,4.1,4.2,61
Crawford,,37374,38698,40969,62,3.5,5.9,27
Cumberland,,50800,52703,55141,10,3.7,4.6,58
Delaware,,60456,62877,66617,4,4,5.9,25
Elk,,44268,45932,48886,20,3.8,6.4,11
Erie,,41156,42308,44903,37,2.8,6.1,21
Fayette,,38926,40343,42649,52,3.6,5.7,35
Franklin,,42597,44239,46403,27,3.9,4.9,51
Fulton,,39538,42503,45522,30,7.5,7.1,2
Greene,,38705,42063,44751,38,8.7,6.4,13
Indiana,,36156,37668,39923,63,4.2,6,23
Jefferson,,39893,41582,44136,41,4.2,6.1,20
Lancaster,,47611,49961,52664,13,4.9,5.4,43
Lawrence,,39992,41382,43929,43,3.5,6.2,19
Mercer,,38996,40648,43024,46,4.2,5.8,30
Monroe,,39509,40393,42722,51,2.2,5.8,31
Montgomery,,75430,75872,80606,2,0.6,6.2,14
Northampton,,49921,51895,54859,11,4,5.7,36
Perry,,40705,42789,44693,39,5.1,4.4,60
Pike,,44130,45340,47864,24,2.7,5.6,41
Somerset,,38156,39845,42179,56,4.4,5.9,28
Sullivan,,41907,43405,46097,29,3.6,6.2,16
Tioga,,37713,39154,41039,61,3.8,4.8,53
Union,,36966,39668,41246,60,7.3,4,64
Warren,,38709,40267,42875,48,4,6.5,9
Washington,,52668,55749,59568,6,5.8,6.9,4
Wayne,,39846,41630,43996,42,4.5,5.7,38
Wyoming,,41215,42827,45285,33,3.9,5.7,34
York,,45971,47835,50113,17,4.1,4.8,54
,,,,,,,,
Bristol,,72255,74445,78805,1,3,5.9,1
Kent,,54493,56928,59665,4,4.5,4.8,4
Washington,,59576,60848,64158,3,2.1,5.4,3
,,,,,,,,
Anderson,,37066,38391,39710,15,3.6,3.4,33
Beaufort,,52147,53766,56711,2,3.1,5.5,3
Calhoun,,35244,37199,38451,19,5.5,3.4,35
Cherokee,,30534,31686,33197,35,3.8,4.8,7
Chester,,31277,32650,34014,31,4.4,4.2,17
Dorchester,,36085,37282,38892,16,3.3,4.3,14
Fairfield,,34877,35558,36758,25,2,3.4,34
Greenwood,,34774,36067,37424,23,3.7,3.8,26
Jasper,,27345,27920,29242,45,2.1,4.7,9
Lancaster,,43592,47281,49127,3,8.5,3.9,22
Laurens,,32175,33422,34622,28,3.9,3.6,30
Lee,,30186,31553,32708,40,4.5,3.7,29
Marion,,28828,30135,31492,43,4.5,4.5,11
Oconee,,39806,41722,43312,9,4.8,3.8,24
Pickens,,35645,36973,38344,20,3.7,3.7,27
Richland,,42473,44250,45529,8,4.2,2.9,40
Sumter,,35764,36978,38603,17,3.4,4.4,13
Union,,30339,31618,32745,38,4.2,3.6,31
York,,43080,44804,46667,6,4,4.2,18
,,,,,,,,
Brown,,50902,50189,52652,17,-1.4,4.9,45
Buffalo,,20533,22737,23341,65,10.7,2.7,60
Butte,,35396,36758,38639,55,3.8,5.1,43
Campbell,,45845,44080,50232,29,-3.8,14,9
Clark,,45991,41859,48261,39,-9,15.3,8
Clay,,37567,36999,39485,53,-1.5,6.7,35
Custer,,45223,46334,48334,38,2.5,4.3,49
Deuel,,50617,48310,51766,23,-4.6,7.2,31
Dewey,,36147,35572,35720,58,-1.6,0.4,64
Douglas,,55236,53839,57808,9,-2.5,7.4,28
Grant,,56851,51817,57069,11,-8.9,10.1,23
Harding,,50540,50483,51036,25,-0.1,1.1,63
Hughes,,50514,51341,52986,15,1.6,3.2,55
Hyde,,43823,53192,52133,21,21.4,-2,65
Jackson,,22786,25153,26835,62,10.4,6.7,36
Jones,,45884,49127,60001,8,7.1,22.1,1
,,,,,,,,
Lawrence,,45940,47991,50232,29,4.5,4.7,47
Lincoln,,65179,65423,67364,5,0.4,3,56
McPherson,,31650,34336,38625,56,8.5,12.5,14
Marshall,,43613,42075,48721,37,-3.5,15.8,7
Meade,,41211,41862,43015,50,1.6,2.8,59
Pennington,,48068,49414,51369,24,2.8,4,52
Perkins,,37807,44019,42195,52,16.4,-4.1,66
Potter,,65470,63212,70768,4,-3.4,12,17
Todd,,23476,24450,25157,63,4.1,2.9,57
Turner,,69158,59210,62019,7,-14.4,4.7,46
Union,,95207,103772,107497,1,9,3.6,53
,,,,,,,,
Anderson,,39659,40106,41853,19,1.1,4.4,33
Bedford,,35087,35799,37266,48,2,4.1,51
Benton,,31567,32715,33661,68,3.6,2.9,82
Blount,,39912,41190,42991,12,3.2,4.4,32
Bradley,,37423,37766,39099,35,0.9,3.5,70
Campbell,,31847,32569,33967,65,2.3,4.3,37
Carroll,,34125,34777,35900,53,1.9,3.2,78
Carter,,32095,33088,34579,59,3.1,4.5,20
